video_id,title
vs_12739,Dune Buggies Jumping Test Hill
vs_1274,Surfing lesson in a-ground pool with instructor
vs_12741,Child blows out birthday candles
vs_12744,Girl cries while getting braces adjusted
vs_12745,Helicopter rescues person from small boat
vs_12746,Fan fight breaks out in stadium during game
vs_12749,"Motorcycle crashes into pickup truck, driver escapes unharmed"
vs_1275,Cat plays with toy near hiding behind scratching post
vs_12753,Disability Awareness: Jane Walters Returns to the Sea After Water
vs_12755,Great Ball of Fire: Possible Meteor Sighting in Heartland
vs_12756,Man rides ATV on gravel path near house
vs_12758,Air Duct Cleaning Services: EPA's Top 5 Environmental Risk
vs_12759,Boys ride quad in backyard
vs_1276,"Blind Man, Dog Survive Subway Fall"
vs_12763,Robotic arm operating grinding machine in factory
vs_12765,Woman plays with piglet in grass
vs_12766,"Man walks in pouring rain, van drives away."
vs_12767,Blue 125cc Sport ATV for sale
vs_12769,Girl talks about mom's health issue while wearing hat.
vs_1277,"Gymnast performs flip, lands awkwardly, falls"
vs_12771,Embroidering Setup: Hooping Knit Fabric
vs_12772,We're Going On A Bear Hunt Live On Stage!
vs_12774,Black Mustang performs burnout on suburban street
vs_12775,Man discusses pet insurance with dog.
vs_12777,Firefighters rescue 44
vs_12780,"Man drives through home, causing chaos."
vs_12781,Man pretends to scare child with toy
vs_12785,How : How to Degrease Non-Slip Flooring Using a
vs_12786,Jeep race through muddy obstacle course
vs_12788,"Hot Air Balloon Collides with Another, Inflating Tear Causes Crash"
vs_12789,Blezz Melano - Don't Trip Feat. Suzy Q
vs_1279,Baby Trend Sit N Stand Double Stroller Features
vs_12796,Homemade French Onion Dip Recipe
vs_12797,Minnesota Football Team Celebrates Victory
vs_12798,Dogs Playing in Inflatable Pool
vs_1280,Dirt Track Racing: Fast Paced Door
vs_12801,Automated bottle filling machine in operation
vs_12803,The Royal Mint's Lucky Silver Penny Gift for Newborns
vs_12805,Waterfall crashes through forest canopy
vs_12808,Woman shows weight loss progress in shorts.
vs_12809,Mark Goldberg discusses finding reliable window replacement contractors.
vs_1281,Boy performs backflip into water pool
vs_12810,Jeep Stuck in Mud Pit
vs_12811,Under the Ocean: Light n' Smash!
vs_12813,Bicycle rider navigatesates
vs_12817,Teen driver arrested after fatal accident
vs_1282,Family dancing together in living room
vs_12820,Attaching Blind Stitch Foot for Hemming
vs_12821,Woman in white suit being lifted by man in hoodie.
vs_12825,Man dances in gymnasium
vs_12826,Protesters throw Sikh iron at Bahrain police officer using fire extinguisher 12/4200
vs_1283,Mounting a rail: Parkour Technique Tutorial
vs_12831,Plumbers Now! Call 303-625-64444
vs_12832,"Man dances in office, then gets fired"
vs_12840,Alicia Keys performs at 2013 Obama inauguration ball
vs_12844,Man in hat on laptop screen
vs_12846,Gray Rabbit Eating Grass and Leaves
vs_12849,Swimmer competeses in indoor pool race
vs_12853,Playing open chords on acoustic guitar.
vs_12856,Direct Energy advises on handling water heater leaks and strange sounds.
vs_12857,Time to Play Toy Review: Interactive Baby Rattle Demonstration
vs_1286,Three Simple Tips for Bathroom Cleaning
vs_12860,Woman trains dog to potty on leash in yard.
vs_12863,Police horse meets small dog at Occupy Wall Street protest
vs_12864,Smart Puppy Fetches Game
vs_12865,Erica O'Young discusses fashion trends in a store
vs_12866,Sailboats silhouetted against sunset sky
vs_12867,Feedinging baby bird with syringe
vs_1287,Car navigates through muddy track amidst cheering crowd
vs_12872,Large dog plays with smaller dogs indoors
vs_12873,Pug Dog Playing with Toy in Car
vs_12874,Top 7 Tips for Homemade Dog Food Preparation
vs_12875,"Man climbs out window, hangs from rope, falls into street"
vs_12876,Forte Coffee Beans Production Process
vs_12878,Fan falls to death from Turner Field's upper deck
vs_12880,Woman plays with dog in grass
vs_12881,Police officer shoots dog during arrest
vs_12882,Top 8 Do'ss and don't'ss for princess party planning
vs_12883,Biker jumps off bike into water dock into lake
vs_12884,Man jumps from rooftop onto street
vs_12885,Breakdapers perform acrobatic moves in public square
vs_12887,Athletes sprint across track during race
vs_12888,Children's birthday party setup with dresses and decorations
vs_12889,Turning metal part on lathe machine
vs_12890,North Central College Hosts National Track & Field Championship
vs_12891,Dogs playfully follow each other in living room.
vs_12894,Man dances while friends watch in living room.
vs_12899,Marine Veteran Saves Pregnant Woman from Beating
vs_129,Man opens Mofi Juice Pack Pro Outdoor version
vs_1290,Autographed Kansas City Royals helmet shown
vs_12900,Man performs acrobatic flips on rooftop
vs_12901,Baby blows bubbles while kneeling
vs_12902,Techwell Cold Roll Forming Machine Demonstration
vs_12908,Man eats 15 French fries in one second
vs_12912,Child plays with red cloth at table near window
vs_12913,Homeowner discoversæ¸¸æ³³åžƒåœ¾å¡«åŸ‹åœº
vs_12919,"Save Water, Save Money: Tips from Dupree Plumbing"
vs_12922,Child points at cars while speaking about them
vs_12924,Top End Mud Racing Oct 2012 - Parade Lap Season Starter
vs_12926,Baby Monkey Riding Pig Game
vs_12928,"Boy jumps into lake, falls into ground."
vs_12929,Child swings on rope swing in backyard
vs_1293,CCTV captures Tarun Tejpal entering lift with police
vs_12931,"Woman opens car door, gets out, walks across street"
vs_12932,Little Big Planet Level: Mountain Bike Hilltops
vs_12934,Cat plays with person's hand in room.
vs_12937,"Jeep races through muddy waterhole, crowd cheers"
vs_12938,"Teacher writes ""Happy Birthday"" on whiteboard during class."
vs_1294,Interior Design Showcase: Modern Living Spaces
vs_12940,Family of five killed in late-night hill-jumping joyride crash
vs_12941,Don't Tip the Waiter Game
vs_12942,Man performs break dance in crowded subway station
vs_12943,Top 7 Do'ss and don't'ss for puppy potty training
vs_12945,Woman trains Rottweiler in park with leash
vs_12946,Police officers detain man on street
vs_1295,Dogs playfully interact inside a kennel area.
vs_12950,"Blue car drifts on highway ramp, creates smoke."
vs_12951,I'm Geno Gruber and I'm Sick of Poor Customer Service
vs_12955,Airplane design cushion showcased
vs_12958,Driving on Highway 395 towards June Lake Junction
vs_12960,Cars: Elvis RV Club Mega Size Toy Showcase
vs_12961,Skaterer performs graceful routine on ice rink
vs_12963,Girl helps friend balance on skateboard while another rides toy car
vs_12964,Steam Control: Boiling Point Level 7 Walkthrough
vs_12966,Motorcycle driver engulfed in flames after collision
vs_12970,Altrincham based 24 Hours 7 days service
vs_12973,Pod of killer whales swims free after becoming stranded near Australia's Fraser Island
vs_12975,Dog chags and runs around living room with children
vs_1298,Child rides bike through muddy puddle
vs_12980,Vintage Lolita Fashion Display
vs_12982,Dadter and baby play on bed
vs_12983,NRA advocates for lunch ladies carrying weapons in schools
vs_12985,Fatal Plane Into House Crash Auburn WA
vs_12987,Man in hat dances enthusiastically in room
vs_1299,Woman dances energetically in classroom
vs_12992,How Casual Suit Blazer Styling Tips
vs_12993,"Crazy guy jumps into six, friends react"
vs_12996,Roadside memorial for victims of high-speed accident
vs_130,Pug puppy plays with stuffed toy on rug
vs_13003,Jet ski crashes into luxury yacht
vs_13005,Puppy plays with stuffed toy on blanket
vs_13007,American football players practicing drills
vs_13008,Choir members struggle to stay together during performance.
vs_13009,Garage ceiling leak inspection and repair process
vs_1301,Creative Design USB Powered LED Blowing On/Off Candle Lamp Mood Light Air Kerosene Lamp
vs_13011,Three floor cleaning machines displayed side-by-side.
vs_13012,Children play with vacuum cleaner indoors
vs_13013,Woman slides down stairs in black hoodie.
vs_13014,Drilling into reveal rusty pipe behind concrete floor
vs_13016,Black puppy destroys living room
vs_13019,Crashes on Camera: Cars Collide in Rainstorm
vs_13023,Local Girl Hit by Foul Ball at Dodgers Game Turned Into Magical Surprise
vs_13026,Woman drinks loudly while talking
vs_1303,Football player Thomas Tyner scores touchdown.
vs_13030,Pep Boys Holiday Savings Event
vs_13032,Dry Ice Blasting Removes Dirt from Ornate Carvings
vs_13033,Train passes by on railway track
vs_13034,Dachshund Owners Share Their Dogs' Westminster Show Journey
vs_13036,Sewing machine needle stitchinging fabric
vs_13037,Man balances on tightrope over mountains.
vs_13038,Boys prepare for rope swing jump into lake
vs_13039,Dad wears Daisy Dukes to teach daughter a lesson
vs_1304,Steam tractor plowing field at fairground event
vs_13041,Tree falls on apartment balcony during high winds
vs_13042,Cat drinks rainwater from wet chair
vs_13043,Jeep navigations
vs_13046,Two women argue outside starbucks
vs_13049,Crowd celebrates in mall with balloons and large screen
vs_13051,Children playing in colorful indoor playground with adults supervision
vs_13054,Boy steals TV remote and locks door
vs_13056,Two juveniles flee after hit-and-run crash
vs_13060,Baby girl blows out birthday cake candle.
vs_13067,Motorcycle tips over while group assists
vs_13072,Subway Fit: Subway Fans Exercise in Park
vs_13073,Gold ring with pink gemstone and diamonds accents
vs_13074,Belly Dancer Demonstrates Basic Footwork
vs_13075,"Biker jumps into lake, crashes into water swimmer"
vs_13076,Replacing the Rubber Band - Bite Out Coin
vs_1308,Man models striped shirt against white backdrop
vs_13083,Traffic Sign Recognition and Safety Awareness
vs_13087,Motorcycle crash on rural road with debris and damaged vehicles
vs_13088,Air Force Academy Boxing Championship Celebration
vs_13089,Jeep drives through forest trail with passengers
vs_13092,Skeet Shooting: Pass Level 12 with Duck Swim Strategy
vs_13095,Fan signs autograph for golfer
vs_13097,Diamond stud earrings showcase unique designs
vs_1310,Motorist dies in Spanish Town road accident
vs_13100,Diamond Engagement Ring Showcase at BloomingBeautyRing.com
vs_13101,Yellow train passes through greenery under cloudy sky
vs_13102,BMX rider attempting backflip in skatepark
vs_13103,Man climbs rope in gym with encouragement
vs_13104,Winter tire buying guide: choosing the right tires for snowy roads
vs_13110,Tree climber descendses from height
vs_13111,Purple elephant figurine playing drum
vs_13114,Happy 21st Birthday Celebrations!
vs_13115,Classic trucks showcase at car show
vs_13119,Person runs away from another person in dimly lit room.
vs_13120,Bikers descend dirt trail at sunset
vs_13121,Woman back-riding horse with dog on back
vs_13123,Dog Agility Training: Tunnel Obstructions Practice
vs_13125,Sketcher Kids Shoe Review: Soft Upper & Comfortable Sole
vs_13126,Car rear-ended by speeding motorcycle
vs_13127,Bald eagle feeds chicks in nest
vs_13132,Interior Design Showcase: Modern Living Spaces
vs_13134,PressureJet Tube Cleaning Accessories Demonstration
vs_13135,Oddballmatt'ss Viral Toons: Parrot Escape
vs_13137,"The Car Doctor: Diagnosed Correctly, Cured with Care"
vs_1314,Actor Paul Walker dies in car crash during charity event
vs_13143,Dog plays fetch with multiple balls in backyard
vs_13144,CNN: Unidentifiable Object Found in Panama Canal
vs_13145,"Fire destroys Pickens County home, family grateful"
vs_13146,Hosts discuss toilet paper poll on air show
vs_13148,Dogs playfully chase each other along a path near riverside.
vs_13149,Hot Stamping Machine for Penciles
vs_1315,Jeep drives down sand dune in desert
vs_13151,Factory Tour with Improved Lighting Installation
vs_13152,"Bus Driver Bounces Out of Seat, Wrecks"
vs_13155,Monster truck races on track with crowd cheering
vs_13158,The cat rolls over the bed
vs_13159,Woman discusses coffee preferences with Mr. Coffee machine.
vs_1316,Protestersers clash with Turkish riot police in Ankara
vs_13160,Monster Truck Races Through Mud Pit
vs_13161,Dog jumps into catch ball thrown into pool
vs_13162,Baby Panda Born at Smithsonian's National Zoo
vs_13165,"Man pulls rope, others assist in clearing forest path."
vs_13166,Hydrogen Peroxide Rocket Engine Technology Explained
vs_13167,Jewelry display in white gloves
vs_13171,Carolina Home Exteriors: Outdoor Living Solutions
vs_13173,Dogs playfully fight over bone in grass
vs_13174,Man in suit with blank face appears in forest
vs_13175,Feliway: The secret to happy cats
vs_1318,Man discusses motorcycle features in parking lot
vs_13180,Man saves falling child from apartment building
vs_13181,Man repairs broken drain pipe using jackhammering slab
vs_13184,Liori Diamonds New York Showcase
vs_13185,Woman claims hormonal imbalance for driving into pedestrian
vs_13186,Magician performs impressive juggling tricks
vs_13187,Player discovers hidden weapon behind fridge in game.
vs_13188,Pressure washing a wooden pallets
vs_1319,Sewing vibrant fabrics with traditional craftsmanship
vs_13193,How Heather Burge discusses bridal attire for white-tie weddings.
vs_13194,Couch battle: Cat vs. Dog
vs_13195,"Baby sits on adult's lap, looks around, then man leans down, kisses baby"
vs_13197,Man in striped shirt slips and falls down stairs
vs_13198,Dr. Paul discusses happiness in dating for boomers women.
